City,Route,Date,Hour,Vehicles_Total,Cars,Two_Wheelers,Buses,Trucks,Auto_Rickshaws,EVs,Average_Speed_kmph,Congestion_pct,Weather_Flag,Festival_Flag
Ghaziabad,NH-24 (GT Road),2026-01-04,5,10891,4138,4574,326,762,1091,609,36.66,31,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,6,9562,3633,4016,286,669,958,535,39.51,27,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,7,20707,7868,8696,621,1449,2073,1159,15.63,59,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,8,22554,8570,9472,676,1578,2258,1262,11.67,64,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,9,18144,6894,7620,544,1270,1816,1015,21.12,51,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,10,10779,4096,4527,323,754,1079,603,36.9,30,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,11,9029,3431,3792,270,632,904,505,40.65,25,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,12,13009,4943,5463,390,910,1303,728,32.12,37,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,13,7301,2774,3066,219,511,731,408,44.35,20,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,14,9326,3543,3916,279,652,936,522,40.02,26,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,15,11292,4290,4742,338,790,1132,632,35.8,32,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,16,13787,5239,5790,413,965,1380,772,30.46,39,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,17,20161,7661,8467,604,1411,2018,1128,16.8,57,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,18,19134,7270,8036,574,1339,1915,1071,19.0,54,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,19,24250,9215,10185,727,1697,2426,1358,8.04,69,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,20,7459,2834,3132,223,522,748,417,44.02,21,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,21,5882,2235,2470,176,411,590,329,47.4,16,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,22,11424,4341,4798,342,799,1144,639,35.52,32,0,0
Ghaziabad,NH-24 (GT Road),2026-01-04,23,9445,3589,3966,283,661,946,528,39.76,26,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,0,8355,3174,3509,250,584,838,467,42.1,23,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,1,11987,4555,5034,359,839,1200,671,34.31,34,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,2,11011,4184,4624,330,770,1103,616,36.41,31,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,3,9315,3539,3912,279,652,933,521,40.04,26,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,4,7811,2968,3280,234,546,783,437,43.26,22,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,5,12332,4686,5179,369,863,1235,690,33.57,35,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,6,11865,4508,4983,355,830,1189,664,34.57,33,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,7,20091,7634,8438,602,1406,2011,1125,16.95,57,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,8,24177,9187,10154,725,1692,2419,1353,8.19,69,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,9,18052,6859,7581,541,1263,1808,1010,21.32,51,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,10,7296,2772,3064,218,510,732,408,44.37,20,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,11,9046,3437,3799,271,633,906,506,40.62,25,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,12,10404,3953,4369,312,728,1042,582,37.71,29,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,13,11011,4184,4624,330,770,1103,616,36.41,31,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,14,9993,3797,4197,299,699,1001,559,38.59,28,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,15,11239,4270,4720,337,786,1126,629,35.92,32,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,16,7871,2990,3305,236,550,790,440,43.13,22,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,17,23331,8865,9799,699,1633,2335,1306,10.0,66,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,18,20127,7648,8453,603,1408,2015,1127,16.87,57,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,19,22646,8605,9511,679,1585,2266,1268,11.47,64,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,20,11219,4263,4711,336,785,1124,628,35.96,32,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,21,11459,4354,4812,343,802,1148,641,35.45,32,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,22,11696,4444,4912,350,818,1172,654,34.94,33,0,0
Ghaziabad,NH-24 (GT Road),2026-01-05,23,11440,4347,4804,343,800,1146,640,35.49,32,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,0,11849,4502,4976,355,829,1187,663,34.61,33,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,1,13291,5050,5582,398,930,1331,744,31.52,37,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,2,10912,4146,4583,327,763,1093,611,36.62,31,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,3,11988,4555,5034,359,839,1201,671,34.31,34,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,4,10311,3918,4330,309,721,1033,577,37.91,29,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,5,13524,5139,5680,405,946,1354,757,31.02,38,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,6,9079,3450,3813,272,635,909,508,40.55,25,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,7,24081,9150,10114,722,1685,2410,1348,8.4,68,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,8,20215,7681,8490,606,1415,2023,1131,16.68,57,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,9,17295,6572,7263,518,1210,1732,968,22.94,49,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,10,10769,4092,4522,323,753,1079,602,36.92,30,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,11,9069,3446,3808,272,634,909,507,40.57,25,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,12,12265,4660,5151,367,858,1229,686,33.72,35,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,13,9129,3469,3834,273,639,914,511,40.44,26,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,14,9563,3633,4016,286,669,959,535,39.51,27,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,15,6531,2481,2743,195,457,655,365,46.01,18,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,16,9550,3629,4011,286,668,956,534,39.54,27,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,17,15209,5779,6387,456,1064,1523,851,27.41,43,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,18,16973,6449,7128,509,1188,1699,950,23.63,48,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,19,21896,8320,9196,656,1532,2192,1226,13.08,62,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,20,12150,4617,5103,364,850,1216,680,33.96,34,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,21,11393,4329,4785,341,797,1141,637,35.59,32,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,22,8469,3218,3556,254,592,849,474,41.85,24,0,0
Ghaziabad,NH-24 (GT Road),2026-01-06,23,10399,3951,4367,311,727,1043,582,37.72,29,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,0,10492,3986,4406,314,734,1052,587,37.52,29,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,1,8067,3065,3388,242,564,808,451,42.71,23,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,2,13657,5189,5735,409,955,1369,764,30.73,39,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,3,12342,4689,5183,370,863,1237,691,33.55,35,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,4,10035,3813,4214,301,702,1005,561,38.5,28,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,5,10556,4011,4433,316,738,1058,591,37.38,30,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,6,10937,4156,4593,328,765,1095,612,36.56,31,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,7,16012,6084,6725,480,1120,1603,896,25.69,45,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,8,19780,7516,8307,593,1384,1980,1107,17.61,56,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,9,18867,7169,7924,566,1320,1888,1056,19.57,53,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,10,8396,3190,3526,251,587,842,470,42.01,23,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,11,9909,3765,4161,297,693,993,554,38.77,28,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,12,14275,5424,5995,428,999,1429,799,29.41,40,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,13,11845,4501,4974,355,829,1186,663,34.62,33,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,14,9300,3534,3906,279,651,930,520,40.07,26,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,15,11702,4446,4914,351,819,1172,655,34.92,33,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,16,13438,5106,5643,403,940,1346,752,31.2,38,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,17,22241,8451,9341,667,1556,2226,1245,12.34,63,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,18,20425,7761,8578,612,1429,2045,1143,16.23,58,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,19,18941,7197,7955,568,1325,1896,1060,19.41,54,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,20,11966,4547,5025,358,837,1199,670,34.36,34,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,21,11326,4303,4756,339,792,1136,634,35.73,32,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,22,12379,4704,5199,371,866,1239,693,33.47,35,0,0
Ghaziabad,NH-24 (GT Road),2026-01-07,23,11833,4496,4969,354,828,1186,662,34.64,33,0,0
