City,Route,Date,Hour,Vehicles_Total,Cars,Two_Wheelers,Buses,Trucks,Auto_Rickshaws,EVs,Average_Speed_kmph,Congestion_pct,Weather_Flag,Festival_Flag
Noida,DND Flyway,2026-01-01,21,10600,4028,4452,318,742,1060,593,38.8,28,0,1
Noida,DND Flyway,2026-01-01,22,11976,4550,5029,359,838,1200,670,36.05,31,0,1
Noida,DND Flyway,2026-01-01,23,9388,3567,3942,281,657,941,525,41.22,25,0,1
Noida,DND Flyway,2026-01-02,0,12418,4718,5215,372,869,1244,695,35.16,33,0,0
Noida,DND Flyway,2026-01-02,1,14698,5585,6173,440,1028,1472,823,30.6,39,0,0
Noida,DND Flyway,2026-01-02,2,11005,4181,4622,330,770,1102,616,37.99,29,0,0
Noida,DND Flyway,2026-01-02,3,12153,4618,5104,364,850,1217,680,35.69,32,0,0
Noida,DND Flyway,2026-01-02,4,12802,4864,5376,384,896,1282,716,34.4,34,0,0
Noida,DND Flyway,2026-01-02,5,10347,3931,4345,310,724,1037,579,39.31,27,0,0
Noida,DND Flyway,2026-01-02,6,11754,4466,4936,352,822,1178,658,36.49,31,0,0
Noida,DND Flyway,2026-01-02,7,21778,8275,9146,653,1524,2180,1219,16.44,58,0,0
Noida,DND Flyway,2026-01-02,8,21969,8348,9226,659,1537,2199,1230,16.06,58,0,0
Noida,DND Flyway,2026-01-02,9,20010,7603,8404,600,1400,2003,1120,19.98,53,0,0
Noida,DND Flyway,2026-01-02,10,11305,4295,4748,339,791,1132,633,37.39,30,0,0
Noida,DND Flyway,2026-01-02,11,12370,4700,5195,371,865,1239,692,35.26,32,0,0
Noida,DND Flyway,2026-01-02,12,14515,5515,6096,435,1016,1453,812,30.97,38,0,0
Noida,DND Flyway,2026-01-02,13,13408,5095,5631,402,938,1342,750,33.18,35,0,0
Noida,DND Flyway,2026-01-02,14,16094,6115,6759,482,1126,1612,901,27.81,42,0,0
Noida,DND Flyway,2026-01-02,15,9523,3618,3999,285,666,955,533,40.95,25,0,0
Noida,DND Flyway,2026-01-02,16,13212,5020,5549,396,924,1323,739,33.58,35,0,0
Noida,DND Flyway,2026-01-02,17,22162,8421,9308,664,1551,2218,1241,15.68,59,0,0
Noida,DND Flyway,2026-01-02,18,26677,10137,11204,800,1867,2669,1493,6.65,71,0,0
Noida,DND Flyway,2026-01-02,19,19931,7573,8371,597,1395,1995,1116,20.14,53,0,0
Noida,DND Flyway,2026-01-02,20,9360,3556,3931,280,655,938,524,41.28,24,0,0
Noida,DND Flyway,2026-01-02,21,9901,3762,4158,297,693,991,554,40.2,26,0,0
Noida,DND Flyway,2026-01-02,22,6471,2458,2717,194,452,650,362,47.06,17,0,0
Noida,DND Flyway,2026-01-02,23,10067,3825,4228,302,704,1008,563,39.87,26,0,0
Noida,DND Flyway,2026-01-03,0,9541,3625,4007,286,667,956,534,40.92,25,0,0
Noida,DND Flyway,2026-01-03,1,11588,4403,4866,347,811,1161,648,36.82,30,0,0
Noida,DND Flyway,2026-01-03,2,12018,4566,5047,360,841,1204,672,35.96,32,0,0
Noida,DND Flyway,2026-01-03,3,15471,5878,6497,464,1082,1550,866,29.06,41,0,0
Noida,DND Flyway,2026-01-03,4,13388,5087,5622,401,937,1341,749,33.22,35,0,0
Noida,DND Flyway,2026-01-03,5,9951,3781,4179,298,696,997,557,40.1,26,0,0
Noida,DND Flyway,2026-01-03,6,9228,3506,3875,276,645,926,516,41.54,24,0,0
Noida,DND Flyway,2026-01-03,7,22856,8685,9599,685,1599,2288,1279,14.29,60,0,0
Noida,DND Flyway,2026-01-03,8,18779,7136,7887,563,1314,1879,1051,22.44,50,0,0
Noida,DND Flyway,2026-01-03,9,25870,9830,10865,776,1810,2589,1448,8.26,68,0,0
Noida,DND Flyway,2026-01-03,10,13903,5283,5839,417,973,1391,778,32.19,37,0,0
Noida,DND Flyway,2026-01-03,11,10194,3873,4281,305,713,1022,570,39.61,27,0,0
Noida,DND Flyway,2026-01-03,12,7395,2810,3105,221,517,742,414,45.21,19,0,0
Noida,DND Flyway,2026-01-03,13,14296,5432,6004,428,1000,1432,800,31.41,38,0,0
Noida,DND Flyway,2026-01-03,14,10992,4176,4616,329,769,1102,615,38.02,29,0,0
Noida,DND Flyway,2026-01-03,15,14035,5333,5894,421,982,1405,785,31.93,37,0,0
Noida,DND Flyway,2026-01-03,16,7662,2911,3218,229,536,768,429,44.68,20,0,0
Noida,DND Flyway,2026-01-03,17,20401,7752,8568,612,1428,2041,1142,19.2,54,0,0
Noida,DND Flyway,2026-01-03,18,21761,8269,9139,652,1523,2178,1218,16.48,58,0,0
Noida,DND Flyway,2026-01-03,19,21855,8304,9179,655,1529,2188,1223,16.29,58,0,0
Noida,DND Flyway,2026-01-03,20,10237,3890,4299,307,716,1025,573,39.53,27,0,0
Noida,DND Flyway,2026-01-03,21,12651,4807,5313,379,885,1267,708,34.7,33,0,0
Noida,DND Flyway,2026-01-03,22,8847,3361,3715,265,619,887,495,42.31,23,0,0
Noida,DND Flyway,2026-01-03,23,10929,4153,4590,327,765,1094,612,38.14,29,0,0
Noida,DND Flyway,2026-01-04,0,11520,4377,4838,345,806,1154,645,36.96,30,0,0
Noida,DND Flyway,2026-01-04,1,12407,4714,5210,372,868,1243,694,35.19,33,0,0
Noida,DND Flyway,2026-01-04,2,12851,4883,5397,385,899,1287,719,34.3,34,0,0
Noida,DND Flyway,2026-01-04,3,8719,3313,3661,261,610,874,488,42.56,23,0,0
Noida,DND Flyway,2026-01-04,4,7798,2963,3275,233,545,782,436,44.4,20,0,0
Noida,DND Flyway,2026-01-04,5,14124,5367,5932,423,988,1414,790,31.75,37,0,0
Noida,DND Flyway,2026-01-04,6,11997,4558,5038,359,839,1203,671,36.01,31,0,0
Noida,DND Flyway,2026-01-04,7,20065,7624,8427,601,1404,2009,1123,19.87,53,0,0
Noida,DND Flyway,2026-01-04,8,25240,9591,10600,757,1766,2526,1413,9.52,67,0,0
Noida,DND Flyway,2026-01-04,9,22010,8363,9244,660,1540,2203,1232,15.98,58,0,0
Noida,DND Flyway,2026-01-04,10,13903,5283,5839,417,973,1391,778,32.19,37,0,0
Noida,DND Flyway,2026-01-04,11,11401,4332,4788,342,798,1141,638,37.2,30,0,0
Noida,DND Flyway,2026-01-04,12,15886,6036,6672,476,1112,1590,889,28.23,42,0,0
Noida,DND Flyway,2026-01-04,13,15199,5775,6383,455,1063,1523,851,29.6,40,0,0
Noida,DND Flyway,2026-01-04,14,10689,4061,4489,320,748,1071,598,38.62,28,0,0
Noida,DND Flyway,2026-01-04,15,13436,5105,5643,403,940,1345,752,33.13,35,0,0
Noida,DND Flyway,2026-01-04,16,12702,4826,5334,381,889,1272,711,34.6,33,0,0
Noida,DND Flyway,2026-01-04,17,24829,9435,10428,744,1738,2484,1390,10.34,66,0,0
Noida,DND Flyway,2026-01-04,18,19578,7439,8222,587,1370,1960,1096,20.84,52,0,0
Noida,DND Flyway,2026-01-04,19,23293,8851,9783,698,1630,2331,1304,13.41,62,0,0
Noida,DND Flyway,2026-01-04,20,13631,5179,5725,408,954,1365,763,32.74,36,0,0
Noida,DND Flyway,2026-01-04,21,7292,2770,3062,218,510,732,408,45.42,19,0,0
Noida,DND Flyway,2026-01-04,22,8587,3263,3606,257,601,860,480,42.83,22,0,0
Noida,DND Flyway,2026-01-04,23,6661,2531,2797,199,466,668,372,46.68,17,0,0
Noida,DND Flyway,2026-01-05,0,10643,4044,4470,319,745,1065,595,38.71,28,0,0
Noida,DND Flyway,2026-01-05,1,12864,4888,5402,385,900,1289,720,34.27,34,0,0
Noida,DND Flyway,2026-01-05,2,14630,5559,6144,438,1024,1465,819,30.74,39,0,0
Noida,DND Flyway,2026-01-05,3,11416,4338,4794,342,799,1143,639,37.17,30,0,0
Noida,DND Flyway,2026-01-05,4,14914,5667,6263,447,1043,1494,835,30.17,39,0,0
Noida,DND Flyway,2026-01-05,5,8144,3094,3420,244,570,816,455,43.71,21,0,0
Noida,DND Flyway,2026-01-05,6,7417,2818,3115,222,519,743,415,45.17,19,0,0
Noida,DND Flyway,2026-01-05,7,21625,8217,9082,648,1513,2165,1210,16.75,57,0,0
Noida,DND Flyway,2026-01-05,8,22614,8593,9497,678,1582,2264,1266,14.77,60,0,0
Noida,DND Flyway,2026-01-05,9,21676,8236,9103,650,1517,2170,1213,16.65,57,0,0
Noida,DND Flyway,2026-01-05,10,6598,2507,2771,197,461,662,369,46.8,17,0,0
Noida,DND Flyway,2026-01-05,11,11049,4198,4640,331,773,1107,618,37.9,29,0,0
Noida,DND Flyway,2026-01-05,12,8314,3159,3491,249,581,834,465,43.37,22,0,0
Noida,DND Flyway,2026-01-05,13,12756,4847,5357,382,892,1278,714,34.49,34,0,0
Noida,DND Flyway,2026-01-05,14,12074,4588,5071,362,845,1208,676,35.85,32,0,0
Noida,DND Flyway,2026-01-05,15,9135,3471,3836,274,639,915,511,41.73,24,0,0
Noida,DND Flyway,2026-01-05,16,10093,3835,4239,302,706,1011,565,39.81,26,0,0
Noida,DND Flyway,2026-01-05,17,19366,7359,8133,580,1355,1939,1084,21.27,51,0,0
Noida,DND Flyway,2026-01-05,18,21608,8211,9075,648,1512,2162,1210,16.78,57,0,0
Noida,DND Flyway,2026-01-05,19,23899,9081,10037,716,1672,2393,1338,12.2,63,0,0
Noida,DND Flyway,2026-01-05,20,9032,3432,3793,270,632,905,505,41.94,24,0,0
Noida,DND Flyway,2026-01-05,21,12384,4705,5201,371,866,1241,693,35.23,33,0,0
Noida,DND Flyway,2026-01-05,22,10056,3821,4223,301,703,1008,563,39.89,26,0,0
Noida,DND Flyway,2026-01-05,23,9466,3597,3975,283,662,949,530,41.07,25,0,0
Noida,DND Flyway,2026-01-06,0,11009,4183,4623,330,770,1103,616,37.98,29,0,0
Noida,DND Flyway,2026-01-06,1,8920,3389,3746,267,624,894,499,42.16,23,0,0
Noida,DND Flyway,2026-01-06,2,10004,3801,4201,300,700,1002,560,39.99,26,0,0
Noida,DND Flyway,2026-01-06,3,8554,3250,3592,256,598,858,478,42.89,22,0,0
Noida,DND Flyway,2026-01-06,4,15670,5954,6581,470,1096,1569,877,28.66,41,0,0
Noida,DND Flyway,2026-01-06,5,11329,4305,4758,339,793,1134,634,37.34,30,0,0
Noida,DND Flyway,2026-01-06,6,9675,3676,4063,290,677,969,541,40.65,25,0,0
Noida,DND Flyway,2026-01-06,7,22231,8447,9337,666,1556,2225,1244,15.54,59,0,0
Noida,DND Flyway,2026-01-06,8,21497,8168,9028,644,1504,2153,1203,17.01,57,0,0
Noida,DND Flyway,2026-01-06,9,21252,8075,8925,637,1487,2128,1190,17.5,56,0,0
Noida,DND Flyway,2026-01-06,10,12631,4799,5305,378,884,1265,707,34.74,33,0,0
Noida,DND Flyway,2026-01-06,11,12954,4922,5440,388,906,1298,725,34.09,34,0,0
Noida,DND Flyway,2026-01-06,12,10056,3821,4223,301,703,1008,563,39.89,26,0,0
Noida,DND Flyway,2026-01-06,13,9954,3782,4180,298,696,998,557,40.09,26,0,0
Noida,DND Flyway,2026-01-06,14,10631,4039,4465,318,744,1065,595,38.74,28,0,0
Noida,DND Flyway,2026-01-06,15,6070,2306,2549,182,424,609,339,47.86,16,0,0
Noida,DND Flyway,2026-01-06,16,7840,2979,3292,235,548,786,438,44.32,20,0,0
Noida,DND Flyway,2026-01-06,17,24825,9433,10426,744,1737,2485,1390,10.35,66,0,0
Noida,DND Flyway,2026-01-06,18,25451,9671,10689,763,1781,2547,1425,9.1,67,0,0
Noida,DND Flyway,2026-01-06,19,21189,8051,8899,635,1483,2121,1186,17.62,56,0,0
Noida,DND Flyway,2026-01-06,20,12547,4767,5269,376,878,1257,702,34.91,33,0,0
Noida,DND Flyway,2026-01-06,21,11950,4541,5019,358,836,1196,669,36.1,31,0,0
Noida,DND Flyway,2026-01-06,22,18177,6907,7634,545,1272,1819,1017,23.65,48,0,0
Noida,DND Flyway,2026-01-06,23,13769,5232,5782,413,963,1379,770,32.46,36,0,0
Noida,DND Flyway,2026-01-07,0,10962,4165,4604,328,767,1098,613,38.08,29,0,0
Noida,DND Flyway,2026-01-07,1,9100,3458,3822,273,637,910,509,41.8,24,0,0
Noida,DND Flyway,2026-01-07,2,7635,2901,3206,229,534,765,427,44.73,20,0,0
Noida,DND Flyway,2026-01-07,3,11707,4448,4916,351,819,1173,655,36.59,31,0,0
Noida,DND Flyway,2026-01-07,4,9548,3628,4010,286,668,956,534,40.9,25,0,0
Noida,DND Flyway,2026-01-07,5,8049,3058,3380,241,563,807,450,43.9,21,0,0
Noida,DND Flyway,2026-01-07,6,9795,3722,4113,293,685,982,548,40.41,26,0,0
Noida,DND Flyway,2026-01-07,7,19316,7340,8112,579,1352,1933,1081,21.37,51,0,0
Noida,DND Flyway,2026-01-07,8,25546,9707,10729,766,1788,2556,1430,8.91,68,0,0
Noida,DND Flyway,2026-01-07,9,23733,9018,9967,711,1661,2376,1328,12.53,63,0,0
Noida,DND Flyway,2026-01-07,10,11232,4268,4717,336,786,1125,628,37.54,29,0,0
Noida,DND Flyway,2026-01-07,11,14579,5540,6123,437,1020,1459,816,30.84,38,0,0
Noida,DND Flyway,2026-01-07,12,11424,4341,4798,342,799,1144,639,37.15,30,0,0
Noida,DND Flyway,2026-01-07,13,9312,3538,3911,279,651,933,521,41.38,24,0,0
Noida,DND Flyway,2026-01-07,14,14677,5577,6164,440,1027,1469,821,30.65,39,0,0
Noida,DND Flyway,2026-01-07,15,12462,4735,5234,373,872,1248,697,35.08,33,0,0
Noida,DND Flyway,2026-01-07,16,8916,3388,3744,267,624,893,499,42.17,23,0,0
Noida,DND Flyway,2026-01-07,17,21321,8101,8954,639,1492,2135,1193,17.36,56,0,0
Noida,DND Flyway,2026-01-07,18,19779,7516,8307,593,1384,1979,1107,20.44,52,0,0
Noida,DND Flyway,2026-01-07,19,18638,7082,7827,559,1304,1866,1043,22.72,49,0,0
Noida,DND Flyway,2026-01-07,20,13333,5066,5599,399,933,1336,746,33.33,35,0,0
Noida,DND Flyway,2026-01-07,21,15546,5907,6529,466,1088,1556,870,28.91,41,0,0
Noida,DND Flyway,2026-01-07,22,8103,3079,3403,243,567,811,453,43.79,21,0,0
Noida,DND Flyway,2026-01-07,23,12516,4756,5256,375,876,1253,700,34.97,33,0,0
Noida,Noida Expressway,2026-01-01,0,11090,4214,4657,332,776,1111,620,40.43,26,0,1
Noida,Noida Expressway,2026-01-01,1,11507,4372,4832,345,805,1153,644,39.69,27,0,1
Noida,Noida Expressway,2026-01-01,2,11239,4270,4720,337,786,1126,629,40.17,26,0,1
Noida,Noida Expressway,2026-01-01,3,10546,4007,4429,316,738,1056,590,41.39,24,0,1
Noida,Noida Expressway,2026-01-01,4,12873,4891,5406,386,901,1289,720,37.28,30,0,1
Noida,Noida Expressway,2026-01-01,5,10631,4039,4465,318,744,1065,595,41.24,25,0,1
Noida,Noida Expressway,2026-01-01,6,13439,5106,5644,403,940,1346,752,36.28,31,0,1
Noida,Noida Expressway,2026-01-01,7,24521,9317,10298,735,1716,2455,1373,16.73,57,0,1
Noida,Noida Expressway,2026-01-01,8,24040,9135,10096,721,1682,2406,1346,17.58,56,0,1
Noida,Noida Expressway,2026-01-01,9,22335,8487,9380,670,1563,2235,1250,20.59,52,0,1
Noida,Noida Expressway,2026-01-01,10,11279,4286,4737,338,789,1129,631,40.1,26,0,1
Noida,Noida Expressway,2026-01-01,11,14676,5576,6163,440,1027,1470,821,34.1,34,0,1
Noida,Noida Expressway,2026-01-01,12,14027,5330,5891,420,981,1405,785,35.25,33,0,1
Noida,Noida Expressway,2026-01-01,13,10257,3897,4307,307,717,1029,574,41.9,24,0,1
Noida,Noida Expressway,2026-01-01,14,13003,4941,5461,390,910,1301,728,37.05,30,0,1
Noida,Noida Expressway,2026-01-01,15,14666,5573,6159,439,1026,1469,821,34.12,34,0,1
Noida,Noida Expressway,2026-01-01,16,8493,3227,3567,254,594,851,475,45.01,19,0,1
Noida,Noida Expressway,2026-01-01,17,26035,9893,10934,781,1822,2605,1457,14.06,61,0,1
Noida,Noida Expressway,2026-01-01,18,22960,8724,9643,688,1607,2298,1285,19.48,54,0,1
Noida,Noida Expressway,2026-01-01,19,26105,9919,10964,783,1827,2612,1461,13.93,61,0,1
Noida,Noida Expressway,2026-01-01,20,10803,4105,4537,324,756,1081,604,40.94,25,0,1
Noida,Noida Expressway,2026-01-01,21,8147,3095,3421,244,570,817,456,45.62,19,0,1
Noida,Noida Expressway,2026-01-01,22,8599,3267,3611,257,601,863,481,44.83,20,0,1
Noida,Noida Expressway,2026-01-01,23,12872,4891,5406,386,901,1288,720,37.28,30,0,1
Noida,Noida Expressway,2026-01-02,0,13412,5096,5633,402,938,1343,751,36.33,31,0,0
Noida,Noida Expressway,2026-01-02,1,10443,3968,4386,313,731,1045,584,41.57,24,0,0
Noida,Noida Expressway,2026-01-02,2,14378,5463,6038,431,1006,1440,805,34.63,33,0,0
Noida,Noida Expressway,2026-01-02,3,8513,3234,3575,255,595,854,476,44.98,20,0,0
Noida,Noida Expressway,2026-01-02,4,12581,4780,5284,377,880,1260,704,37.8,29,0,0
Noida,Noida Expressway,2026-01-02,5,9661,3671,4057,289,676,968,540,42.95,22,0,0
Noida,Noida Expressway,2026-01-02,6,11087,4213,4656,332,776,1110,620,40.43,26,0,0
Noida,Noida Expressway,2026-01-02,7,24770,9412,10403,743,1733,2479,1387,16.29,58,0,0
Noida,Noida Expressway,2026-01-02,8,22455,8532,9431,673,1571,2248,1257,20.37,52,0,0
Noida,Noida Expressway,2026-01-02,9,23669,8994,9940,710,1656,2369,1325,18.23,55,0,0
Noida,Noida Expressway,2026-01-02,10,15316,5820,6432,459,1072,1533,857,32.97,36,0,0
Noida,Noida Expressway,2026-01-02,11,11278,4285,4736,338,789,1130,631,40.1,26,0,0
Noida,Noida Expressway,2026-01-02,12,14881,5654,6250,446,1041,1490,833,33.74,35,0,0
Noida,Noida Expressway,2026-01-02,13,9869,3750,4144,296,690,989,552,42.58,23,0,0
Noida,Noida Expressway,2026-01-02,14,14101,5358,5922,423,987,1411,789,35.12,33,0,0
Noida,Noida Expressway,2026-01-02,15,16425,6241,6898,492,1149,1645,919,31.01,38,0,0
Noida,Noida Expressway,2026-01-02,16,6447,2449,2707,193,451,647,360,48.62,15,0,0
Noida,Noida Expressway,2026-01-02,17,22617,8594,9499,678,1583,2263,1266,20.09,53,0,0
Noida,Noida Expressway,2026-01-02,18,26121,9925,10970,783,1828,2615,1462,13.9,61,0,0
Noida,Noida Expressway,2026-01-02,19,24132,9170,10135,723,1689,2415,1351,17.41,56,0,0
Noida,Noida Expressway,2026-01-02,20,13696,5204,5752,410,958,1372,766,35.83,32,0,0
Noida,Noida Expressway,2026-01-02,21,11209,4259,4707,336,784,1123,627,40.22,26,0,0
Noida,Noida Expressway,2026-01-02,22,12970,4928,5447,389,907,1299,726,37.11,30,0,0
Noida,Noida Expressway,2026-01-02,23,12353,4694,5188,370,864,1237,691,38.2,29,0,0
Noida,Noida Expressway,2026-01-03,0,15727,5976,6605,471,1100,1575,880,32.25,37,0,0
Noida,Noida Expressway,2026-01-03,1,13398,5091,5627,401,937,1342,750,36.36,31,0,0
Noida,Noida Expressway,2026-01-03,2,13610,5171,5716,408,952,1363,762,35.98,32,0,0
Noida,Noida Expressway,2026-01-03,3,11699,4445,4913,350,818,1173,655,39.35,27,0,0
Noida,Noida Expressway,2026-01-03,4,11506,4372,4832,345,805,1152,644,39.7,27,0,0
Noida,Noida Expressway,2026-01-03,5,11646,4425,4891,349,815,1166,652,39.45,27,0,0
Noida,Noida Expressway,2026-01-03,6,13755,5226,5777,412,962,1378,770,35.73,32,0,0
Noida,Noida Expressway,2026-01-03,7,23576,8958,9901,707,1650,2360,1320,18.4,55,0,0
Noida,Noida Expressway,2026-01-03,8,25388,9647,10662,761,1777,2541,1421,15.2,59,0,0
Noida,Noida Expressway,2026-01-03,9,29942,11377,12575,898,2095,2997,1676,7.16,70,0,0
Noida,Noida Expressway,2026-01-03,10,14971,5688,6287,449,1047,1500,838,33.58,35,0,0
Noida,Noida Expressway,2026-01-03,11,11918,4528,5005,357,834,1194,667,38.97,28,0,0
Noida,Noida Expressway,2026-01-03,12,15813,6008,6641,474,1106,1584,885,32.09,37,0,0
Noida,Noida Expressway,2026-01-03,13,11709,4449,4917,351,819,1173,655,39.34,27,0,0
Noida,Noida Expressway,2026-01-03,14,7552,2869,3171,226,528,758,422,46.67,17,0,0
Noida,Noida Expressway,2026-01-03,15,10179,3868,4275,305,712,1019,570,42.04,23,0,0
Noida,Noida Expressway,2026-01-03,16,7979,3032,3351,239,558,799,446,45.92,18,0,0
Noida,Noida Expressway,2026-01-03,17,23753,9026,9976,712,1662,2377,1330,18.08,55,0,0
Noida,Noida Expressway,2026-01-03,18,24696,9384,10372,740,1728,2472,1382,16.42,58,0,0
Noida,Noida Expressway,2026-01-03,19,28924,10991,12148,867,2024,2894,1619,8.96,68,0,0
Noida,Noida Expressway,2026-01-03,20,13583,5161,5704,407,950,1361,760,36.03,31,0,0
Noida,Noida Expressway,2026-01-03,21,12191,4632,5120,365,853,1221,682,38.49,28,0,0
Noida,Noida Expressway,2026-01-03,22,14864,5648,6242,445,1040,1489,832,33.77,34,0,0
Noida,Noida Expressway,2026-01-03,23,7111,2702,2986,213,497,713,398,47.45,16,0,0
Noida,Noida Expressway,2026-01-04,0,13350,5073,5607,400,934,1336,747,36.44,31,0,0
Noida,Noida Expressway,2026-01-04,1,14715,5591,6180,441,1030,1473,823,34.03,34,0,0
Noida,Noida Expressway,2026-01-04,2,8979,3412,3771,269,628,899,502,44.15,21,0,0
Noida,Noida Expressway,2026-01-04,3,15666,5953,6579,469,1096,1569,877,32.35,36,0,0
Noida,Noida Expressway,2026-01-04,4,13613,5172,5717,408,952,1364,762,35.98,32,0,0
Noida,Noida Expressway,2026-01-04,5,11691,4442,4910,350,818,1171,654,39.37,27,0,0
Noida,Noida Expressway,2026-01-04,6,14363,5457,6032,430,1005,1439,804,34.65,33,0,0
Noida,Noida Expressway,2026-01-04,7,30440,11567,12784,913,2130,3046,1704,6.28,71,0,0
Noida,Noida Expressway,2026-01-04,8,25113,9542,10547,753,1757,2514,1406,15.68,59,0,0
Noida,Noida Expressway,2026-01-04,9,25282,9607,10618,758,1769,2530,1415,15.38,59,0,0
Noida,Noida Expressway,2026-01-04,10,11578,4399,4862,347,810,1160,648,39.57,27,0,0
Noida,Noida Expressway,2026-01-04,11,10582,4021,4444,317,740,1060,592,41.33,24,0,0
Noida,Noida Expressway,2026-01-04,12,14867,5649,6244,446,1040,1488,832,33.76,34,0,0
Noida,Noida Expressway,2026-01-04,13,10566,4015,4437,316,739,1059,591,41.35,24,0,0
Noida,Noida Expressway,2026-01-04,14,12932,4914,5431,387,905,1295,724,37.18,30,0,0
Noida,Noida Expressway,2026-01-04,15,11531,4381,4843,345,807,1155,645,39.65,27,0,0
Noida,Noida Expressway,2026-01-04,16,13971,5308,5867,419,977,1400,782,35.35,32,0,0
Noida,Noida Expressway,2026-01-04,17,25500,9690,10710,765,1785,2550,1428,15.0,60,0,0
Noida,Noida Expressway,2026-01-04,18,27295,10372,11463,818,1910,2732,1528,11.83,64,0,0
Noida,Noida Expressway,2026-01-04,19,23349,8872,9806,700,1634,2337,1307,18.8,54,0,0
Noida,Noida Expressway,2026-01-04,20,12061,4583,5065,361,844,1208,675,38.72,28,0,0
Noida,Noida Expressway,2026-01-04,21,10254,3896,4306,307,717,1028,574,41.9,24,0,0
Noida,Noida Expressway,2026-01-04,22,11617,4414,4879,348,813,1163,650,39.5,27,0,0
Noida,Noida Expressway,2026-01-04,23,13712,5210,5759,411,959,1373,767,35.8,32,0,0
Noida,Noida Expressway,2026-01-05,0,14680,5578,6165,440,1027,1470,822,34.09,34,0,0
Noida,Noida Expressway,2026-01-05,1,10398,3951,4367,311,727,1042,582,41.65,24,0,0
Noida,Noida Expressway,2026-01-05,2,14967,5687,6286,449,1047,1498,838,33.59,35,0,0
Noida,Noida Expressway,2026-01-05,3,16206,6158,6806,486,1134,1622,907,31.4,38,0,0
Noida,Noida Expressway,2026-01-05,4,13804,5245,5797,414,966,1382,772,35.64,32,0,0
Noida,Noida Expressway,2026-01-05,5,17535,6663,7364,526,1227,1755,981,29.06,41,0,0
Noida,Noida Expressway,2026-01-05,6,10776,4094,4525,323,754,1080,603,40.98,25,0,0
Noida,Noida Expressway,2026-01-05,7,21476,8160,9019,644,1503,2150,1202,22.1,50,0,0
Noida,Noida Expressway,2026-01-05,8,20114,7643,8447,603,1407,2014,1126,24.5,47,0,0
Noida,Noida Expressway,2026-01-05,9,28464,10816,11954,853,1992,2849,1593,9.77,66,0,0
Noida,Noida Expressway,2026-01-05,10,14418,5478,6055,432,1009,1444,807,34.56,33,0,0
Noida,Noida Expressway,2026-01-05,11,12608,4791,5295,378,882,1262,706,37.75,29,0,0
Noida,Noida Expressway,2026-01-05,12,13463,5115,5654,403,942,1349,753,36.24,31,0,0
Noida,Noida Expressway,2026-01-05,13,9880,3754,4149,296,691,990,553,42.56,23,0,0
Noida,Noida Expressway,2026-01-05,14,18986,7214,7974,569,1329,1900,1063,26.5,44,0,0
Noida,Noida Expressway,2026-01-05,15,13079,4970,5493,392,915,1309,732,36.92,30,0,0
Noida,Noida Expressway,2026-01-05,16,13028,4950,5471,390,911,1306,729,37.01,30,0,0
Noida,Noida Expressway,2026-01-05,17,26500,10070,11130,795,1855,2650,1484,13.24,62,0,0
