City,Route,Date,Hour,Vehicles_Total,Cars,Two_Wheelers,Buses,Trucks,Auto_Rickshaws,EVs,Average_Speed_kmph,Congestion_pct,Weather_Flag,Festival_Flag
Delhi,Outer Ring Road,2026-01-03,6,18393,6884,8216,529,1503,1261,951,38.33,28,0,0
Delhi,Outer Ring Road,2026-01-03,7,25306,7779,12128,798,1538,3063,1666,35.83,34,0,0
Delhi,Outer Ring Road,2026-01-03,8,22702,8136,9774,813,1406,2573,1338,37.08,31,0,0
Delhi,Outer Ring Road,2026-01-03,9,23881,8236,10349,593,2215,2488,1357,34.17,38,0,0
Delhi,Outer Ring Road,2026-01-03,10,12786,4716,5676,433,828,1133,803,46.67,8,0,0
Delhi,Outer Ring Road,2026-01-03,11,10604,3846,4728,277,730,1023,950,40.83,22,0,0
Delhi,Outer Ring Road,2026-01-03,12,12761,4336,6054,446,897,1028,764,44.17,14,0,0
Delhi,Outer Ring Road,2026-01-03,13,15584,5359,7300,573,1084,1268,1206,38.75,27,0,0
Delhi,Outer Ring Road,2026-01-03,14,11348,3642,4999,260,892,1555,570,41.67,20,0,0
Delhi,Outer Ring Road,2026-01-03,15,11948,4191,5492,324,889,1052,801,42.5,18,0,0
Delhi,Outer Ring Road,2026-01-03,16,12589,4433,5634,450,1000,1072,815,40.42,23,0,0
Delhi,Outer Ring Road,2026-01-03,17,24490,8461,11951,842,1598,1638,1301,34.17,38,0,0
Delhi,Outer Ring Road,2026-01-03,18,31579,12158,13927,714,2284,2496,1917,29.58,49,0,0
Delhi,Outer Ring Road,2026-01-03,19,27463,10425,12023,744,2149,2122,1915,29.17,50,0,0
Delhi,Outer Ring Road,2026-01-03,20,11142,4159,4825,328,835,995,726,43.33,16,0,0
Delhi,Outer Ring Road,2026-01-03,21,18060,6490,8247,503,1174,1646,1237,39.17,26,0,0
Delhi,Outer Ring Road,2026-01-03,22,3576,1233,1680,93,269,301,174,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-03,23,2680,942,1181,103,197,257,187,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-04,0,3555,1109,1717,130,266,333,244,43.33,16,0,0
Delhi,Outer Ring Road,2026-01-04,1,3533,1211,1648,93,282,299,231,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-04,2,3655,1371,1654,99,242,289,229,47.08,7,0,0
Delhi,Outer Ring Road,2026-01-04,3,3769,1354,1521,132,267,495,208,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-04,4,2718,962,1288,77,189,202,235,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-04,5,13130,4606,5963,393,785,1383,1044,38.75,27,0,0
Delhi,Outer Ring Road,2026-01-04,6,22641,7425,10075,681,1635,2825,1104,32.08,43,0,0
Delhi,Outer Ring Road,2026-01-04,7,23733,7916,10828,538,1938,2513,1258,37.5,30,0,0
Delhi,Outer Ring Road,2026-01-04,8,23218,7738,11307,508,1527,2138,1010,35.0,36,0,0
Delhi,Outer Ring Road,2026-01-04,9,23523,9022,10477,793,1498,1733,2062,34.58,37,0,0
Delhi,Outer Ring Road,2026-01-04,10,12982,4678,5904,385,845,1170,843,42.92,17,0,0
Delhi,Outer Ring Road,2026-01-04,11,11851,4064,5380,445,516,1446,873,46.67,8,0,0
Delhi,Outer Ring Road,2026-01-04,12,12428,3957,5642,336,757,1736,858,39.58,25,0,0
Delhi,Outer Ring Road,2026-01-04,13,14083,4930,6137,479,852,1685,859,41.67,20,0,0
Delhi,Outer Ring Road,2026-01-04,14,14066,4724,6454,499,824,1565,961,41.67,20,0,0
Delhi,Outer Ring Road,2026-01-04,15,13467,5061,5527,390,868,1621,772,44.58,13,0,0
Delhi,Outer Ring Road,2026-01-04,16,10538,3278,4926,408,517,1409,674,43.75,15,0,0
Delhi,Outer Ring Road,2026-01-04,17,28622,9785,12957,996,1995,2889,1737,31.67,44,0,0
Delhi,Outer Ring Road,2026-01-04,18,31755,10802,13913,1177,2502,3361,1982,28.75,51,0,0
Delhi,Outer Ring Road,2026-01-04,19,28640,10755,12894,759,2239,1993,2135,30.42,47,0,0
Delhi,Outer Ring Road,2026-01-04,20,16328,6276,7524,550,810,1168,1018,39.58,25,0,0
Delhi,Outer Ring Road,2026-01-04,21,16822,6325,7617,466,1136,1278,987,42.08,19,0,0
Delhi,Outer Ring Road,2026-01-04,22,3051,957,1434,128,223,309,171,46.67,8,0,0
Delhi,Outer Ring Road,2026-01-04,23,3217,1274,1355,88,243,257,209,44.58,13,0,0
Delhi,Outer Ring Road,2026-01-05,0,3551,1200,1630,88,247,386,244,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-05,1,3506,1259,1602,120,260,265,240,46.67,8,0,0
Delhi,Outer Ring Road,2026-01-05,2,4098,1498,1927,129,277,267,289,47.08,7,0,0
Delhi,Outer Ring Road,2026-01-05,3,3964,1328,1722,148,291,475,245,47.5,6,0,0
Delhi,Outer Ring Road,2026-01-05,4,4272,1547,1905,121,288,411,284,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-05,5,16570,5801,7127,468,1423,1751,1168,42.5,18,0,0
Delhi,Outer Ring Road,2026-01-05,6,21796,7265,9825,728,1336,2642,1760,36.67,32,0,0
Delhi,Outer Ring Road,2026-01-05,7,25442,9374,11644,646,1552,2226,1399,35.42,35,0,0
Delhi,Outer Ring Road,2026-01-05,8,23641,8482,10378,758,2078,1945,1694,35.42,35,0,0
Delhi,Outer Ring Road,2026-01-05,9,26720,8452,12565,853,1915,2935,1742,27.5,54,0,0
Delhi,Outer Ring Road,2026-01-05,10,13298,4496,5890,369,863,1680,978,42.92,17,0,0
Delhi,Outer Ring Road,2026-01-05,11,12962,4444,6187,442,960,929,1015,37.92,29,0,0
Delhi,Outer Ring Road,2026-01-05,12,13340,4576,5594,404,977,1789,796,43.33,16,0,0
Delhi,Outer Ring Road,2026-01-05,13,12016,4256,5220,475,791,1274,757,40.0,24,0,0
Delhi,Outer Ring Road,2026-01-05,14,18766,6179,7999,649,1416,2523,1217,38.75,27,0,0
Delhi,Outer Ring Road,2026-01-05,15,15420,5278,6809,458,1137,1738,1134,38.75,27,0,0
Delhi,Outer Ring Road,2026-01-05,16,14110,5279,6211,354,1007,1259,923,38.33,28,0,0
Delhi,Outer Ring Road,2026-01-05,17,28478,8684,12677,947,2147,4023,1643,31.25,45,0,0
Delhi,Outer Ring Road,2026-01-05,18,28673,9429,13508,853,2066,2817,1733,31.25,45,0,0
Delhi,Outer Ring Road,2026-01-05,19,31427,11696,13850,876,2708,2297,1901,29.17,50,0,0
Delhi,Outer Ring Road,2026-01-05,20,17106,6116,8220,723,1019,1028,1210,40.0,24,0,0
Delhi,Outer Ring Road,2026-01-05,21,12635,4382,5779,333,701,1440,879,42.08,19,0,0
Delhi,Outer Ring Road,2026-01-05,22,4691,1546,2124,135,353,533,285,46.25,9,0,0
Delhi,Outer Ring Road,2026-01-05,23,3263,1071,1520,110,226,336,222,47.08,7,0,0
Delhi,Outer Ring Road,2026-01-06,0,4137,1367,1881,129,265,495,238,43.75,15,0,0
Delhi,Outer Ring Road,2026-01-06,1,3822,1419,1633,107,314,349,231,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-06,2,3632,1221,1523,136,314,438,193,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-06,3,3838,1497,1573,130,257,381,252,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-06,4,3726,1218,1635,109,335,429,212,46.67,8,0,0
Delhi,Outer Ring Road,2026-01-06,5,16818,5683,7717,432,1244,1742,1192,37.92,29,0,0
Delhi,Outer Ring Road,2026-01-06,6,23780,8981,10005,714,2092,1988,1848,34.17,38,0,0
Delhi,Outer Ring Road,2026-01-06,7,24778,8680,11104,819,1918,2257,1578,29.58,49,0,0
Delhi,Outer Ring Road,2026-01-06,8,32454,11390,15021,993,2470,2580,2045,32.5,42,0,0
Delhi,Outer Ring Road,2026-01-06,9,28168,9730,13614,1098,1675,2051,1920,29.58,49,0,0
Delhi,Outer Ring Road,2026-01-06,10,17310,6399,7300,499,1143,1969,1185,42.08,19,0,0
Delhi,Outer Ring Road,2026-01-06,11,16952,5426,8050,524,1228,1724,1004,40.42,23,0,0
Delhi,Outer Ring Road,2026-01-06,12,14356,5257,6963,404,1115,617,1118,44.58,13,0,0
Delhi,Outer Ring Road,2026-01-06,13,13774,4581,6130,527,962,1574,852,40.42,23,0,0
Delhi,Outer Ring Road,2026-01-06,14,14532,5722,6198,415,820,1377,1132,39.17,26,0,0
Delhi,Outer Ring Road,2026-01-06,15,13797,4683,6048,556,1016,1494,969,40.83,22,0,0
Delhi,Outer Ring Road,2026-01-06,16,13953,4853,6196,416,1078,1410,965,41.25,21,0,0
Delhi,Outer Ring Road,2026-01-06,17,28103,11514,11898,968,2440,1283,2362,32.08,43,0,0
Delhi,Outer Ring Road,2026-01-06,18,31541,11459,13028,769,1983,4302,1912,29.17,50,0,0
Delhi,Outer Ring Road,2026-01-06,19,30747,10440,13690,937,2769,2911,1979,27.92,53,0,0
Delhi,Outer Ring Road,2026-01-06,20,16311,5776,7598,380,1351,1206,1110,41.25,21,0,0
Delhi,Outer Ring Road,2026-01-06,21,14289,4909,6277,438,1176,1489,868,38.75,27,0,0
Delhi,Outer Ring Road,2026-01-06,22,4388,1600,1797,146,291,554,267,47.08,7,0,0
Delhi,Outer Ring Road,2026-01-06,23,3761,1243,1766,89,337,326,211,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-07,0,3546,1345,1382,118,213,488,245,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-07,1,2688,769,1294,54,200,371,194,47.08,7,0,0
Delhi,Outer Ring Road,2026-01-07,2,4113,1461,1864,123,278,387,241,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-07,3,3059,988,1379,76,222,394,211,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-07,4,3384,1103,1645,99,260,277,223,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-07,5,13361,4142,6299,441,957,1522,859,38.75,27,0,0
Delhi,Outer Ring Road,2026-01-07,6,21437,7621,9420,705,1519,2172,1244,37.5,30,0,0
Delhi,Outer Ring Road,2026-01-07,7,22355,6837,10987,580,1373,2578,1373,32.92,41,0,0
Delhi,Outer Ring Road,2026-01-07,8,24708,8123,11459,1018,1453,2655,1691,33.33,40,0,0
Delhi,Outer Ring Road,2026-01-07,9,26282,8789,11161,732,1992,3608,1485,35.83,34,0,0
Delhi,Outer Ring Road,2026-01-07,10,14248,4351,7041,510,1159,1187,976,37.5,30,0,0
Delhi,Outer Ring Road,2026-01-07,11,13745,4861,6488,364,928,1104,912,42.92,17,0,0
Delhi,Outer Ring Road,2026-01-07,12,14804,5580,6252,530,776,1666,1092,42.92,17,0,0
Delhi,Outer Ring Road,2026-01-07,13,17290,5696,8012,515,1309,1758,1170,40.83,22,0,0
Delhi,Outer Ring Road,2026-01-07,14,14693,5267,6192,387,952,1895,1042,39.17,26,0,0
Delhi,Outer Ring Road,2026-01-07,15,12512,4567,5206,363,1101,1275,801,42.5,18,0,0
Delhi,Outer Ring Road,2026-01-07,16,14631,5503,6603,516,921,1088,746,39.58,25,0,0
Delhi,Outer Ring Road,2026-01-07,17,24154,8948,9536,1051,1730,2889,1494,34.58,37,0,0
Delhi,Outer Ring Road,2026-01-07,18,30910,10913,13451,963,1930,3653,1906,31.67,44,0,0
Delhi,Outer Ring Road,2026-01-07,19,29632,10457,12609,893,2410,3263,1840,29.17,50,0,0
Delhi,Outer Ring Road,2026-01-07,20,16802,5923,7892,396,1003,1588,1021,39.58,25,0,0
Delhi,Outer Ring Road,2026-01-07,21,14498,5161,6911,481,1048,897,852,41.25,21,0,0
Delhi,Outer Ring Road,2026-01-07,22,3282,1184,1399,108,203,388,210,47.92,5,0,0
Delhi,Outer Ring Road,2026-01-07,23,3558,1226,1598,112,259,363,238,45.42,11,0,0
Delhi,Ring Road,2026-01-01,0,3850,1216,1804,154,251,425,206,47.92,5,0,1
Delhi,Ring Road,2026-01-01,1,3681,1231,1749,63,239,399,194,47.08,7,0,1
Delhi,Ring Road,2026-01-01,2,3450,1190,1573,85,276,326,220,47.92,5,0,1
Delhi,Ring Road,2026-01-01,3,3273,1212,1489,136,198,238,256,47.92,5,0,1
Delhi,Ring Road,2026-01-01,4,3178,1035,1501,122,239,281,258,47.92,5,0,1
Delhi,Ring Road,2026-01-01,5,14113,5274,6222,513,953,1151,973,41.25,21,0,1
Delhi,Ring Road,2026-01-01,6,23600,8325,11150,759,1388,1978,1792,34.58,37,0,1
Delhi,Ring Road,2026-01-01,7,21153,7767,9389,677,1611,1709,1129,31.67,44,0,1
Delhi,Ring Road,2026-01-01,8,23255,8371,9502,704,1601,3077,1315,31.25,45,0,1
Delhi,Ring Road,2026-01-01,9,24358,8901,10299,732,1695,2731,1466,34.17,38,0,1
Delhi,Ring Road,2026-01-01,10,11334,4716,4479,280,777,1082,764,40.42,23,0,1
Delhi,Ring Road,2026-01-01,11,14298,4891,6132,445,957,1873,936,38.33,28,0,1
Delhi,Ring Road,2026-01-01,12,13991,4851,6622,321,1010,1187,857,38.75,27,0,1
Delhi,Ring Road,2026-01-01,13,14886,4985,6253,534,1005,2109,963,42.92,17,0,1
Delhi,Ring Road,2026-01-01,14,14131,5345,6345,459,944,1038,911,41.67,20,0,1
Delhi,Ring Road,2026-01-01,15,12057,4523,5286,361,656,1231,902,42.92,17,0,1
Delhi,Ring Road,2026-01-01,16,12751,4216,5818,429,888,1400,714,42.08,19,0,1
Delhi,Ring Road,2026-01-01,17,27229,10326,11277,720,1857,3049,1422,34.17,38,0,1
Delhi,Ring Road,2026-01-01,18,20469,6613,9675,849,1276,2056,1554,31.25,45,0,1
Delhi,Ring Road,2026-01-01,19,31254,11155,14247,966,2279,2607,1824,27.5,54,0,1
Delhi,Ring Road,2026-01-01,20,12695,4517,5314,423,863,1578,674,41.25,21,0,1
Delhi,Ring Road,2026-01-01,21,11845,4250,4818,359,1041,1377,633,37.92,29,0,1
Delhi,Ring Road,2026-01-01,22,3962,1328,1809,98,256,471,310,44.17,14,0,1
Delhi,Ring Road,2026-01-01,23,3254,1198,1408,72,248,328,196,47.92,5,0,1
Delhi,Ring Road,2026-01-02,0,3668,1191,1642,59,264,512,274,47.92,5,0,0
Delhi,Ring Road,2026-01-02,1,3206,1008,1462,99,245,392,195,47.92,5,0,0
Delhi,Ring Road,2026-01-02,2,3092,1102,1365,102,254,269,234,47.92,5,0,0
Delhi,Ring Road,2026-01-02,3,3447,1049,1618,130,293,357,215,46.67,8,0,0
Delhi,Ring Road,2026-01-02,4,2808,1074,1247,68,210,209,197,47.92,5,0,0
Delhi,Ring Road,2026-01-02,5,10448,3314,4901,262,728,1243,574,42.5,18,0,0
Delhi,Ring Road,2026-01-02,6,19986,6977,9246,553,1212,1998,1124,41.67,20,0,0
Delhi,Ring Road,2026-01-02,7,25459,7116,12165,636,1943,3599,1546,33.33,40,0,0
Delhi,Ring Road,2026-01-02,8,23661,7870,11694,619,1551,1927,1589,29.58,49,0,0
Delhi,Ring Road,2026-01-02,9,25130,8723,11309,567,2015,2516,1566,25.42,59,0,0
Delhi,Ring Road,2026-01-02,10,13425,4802,6087,509,1013,1014,971,42.08,19,0,0
Delhi,Ring Road,2026-01-02,11,15874,5122,7341,554,1076,1781,1057,40.42,23,0,0
Delhi,Ring Road,2026-01-02,12,11960,3995,5651,329,710,1275,971,43.75,15,0,0
Delhi,Ring Road,2026-01-02,13,12998,4344,6152,403,742,1357,820,38.75,27,0,0
Delhi,Ring Road,2026-01-02,14,14808,4984,7158,429,976,1261,1012,40.0,24,0,0
Delhi,Ring Road,2026-01-02,15,13222,4122,6310,460,1072,1258,613,42.08,19,0,0
Delhi,Ring Road,2026-01-02,16,14977,4860,6824,417,1191,1685,907,40.0,24,0,0
Delhi,Ring Road,2026-01-02,17,23878,8961,9498,638,1848,2933,1661,33.75,39,0,0
Delhi,Ring Road,2026-01-02,18,26270,8605,11973,843,1551,3298,1551,30.83,46,0,0
Delhi,Ring Road,2026-01-02,19,25907,9627,11582,723,2061,1914,1724,27.5,54,0,0
Delhi,Ring Road,2026-01-02,20,11404,4129,4855,349,831,1240,776,39.58,25,0,0
Delhi,Ring Road,2026-01-02,21,13597,5025,6011,536,932,1093,1005,40.42,23,0,0
Delhi,Ring Road,2026-01-02,22,2554,840,1195,74,184,261,177,47.92,5,0,0
Delhi,Ring Road,2026-01-02,23,3670,1326,1576,118,216,434,217,45.83,10,0,0
Delhi,Ring Road,2026-01-03,0,3248,1072,1577,88,218,293,233,47.92,5,0,0
Delhi,Ring Road,2026-01-03,1,2717,1028,1135,105,187,262,175,45.83,10,0,0
Delhi,Ring Road,2026-01-03,2,2764,988,1191,85,187,313,115,46.67,8,0,0
Delhi,Ring Road,2026-01-03,3,2866,1063,1150,107,200,346,213,45.42,11,0,0
Delhi,Ring Road,2026-01-03,4,3722,1315,1763,82,252,310,313,47.92,5,0,0
Delhi,Ring Road,2026-01-03,5,11837,4061,5393,445,737,1201,686,44.58,13,0,0
Delhi,Ring Road,2026-01-03,6,15851,5527,7360,435,917,1612,837,37.08,31,0,0
Delhi,Ring Road,2026-01-03,7,21989,7698,9179,593,1654,2865,1034,34.17,38,0,0
Delhi,Ring Road,2026-01-03,8,21354,7583,10003,558,1421,1789,1596,34.58,37,0,0
Delhi,Ring Road,2026-01-03,9,26739,9559,13031,652,1511,1986,1868,30.0,48,0,0
Delhi,Ring Road,2026-01-03,10,9450,3028,4304,277,777,1064,567,45.42,11,0,0
Delhi,Ring Road,2026-01-03,11,8652,3074,3832,224,614,908,537,45.42,11,0,0
Delhi,Ring Road,2026-01-03,12,11901,3826,5586,447,832,1210,820,41.25,21,0,0
Delhi,Ring Road,2026-01-03,13,12999,4386,6066,421,775,1351,833,41.25,21,0,0
Delhi,Ring Road,2026-01-03,14,11484,4216,4974,385,905,1004,852,43.75,15,0,0
Delhi,Ring Road,2026-01-03,15,13020,4267,5974,502,749,1528,922,42.08,19,0,0
Delhi,Ring Road,2026-01-03,16,13613,4799,5921,419,919,1555,943,44.17,14,0,0
Delhi,Ring Road,2026-01-03,17,31876,12550,13181,1174,1947,3024,1774,27.5,54,0,0
Delhi,Ring Road,2026-01-03,18,26543,9750,11855,926,1612,2400,1365,32.5,42,0,0
Delhi,Ring Road,2026-01-03,19,30751,9493,15120,820,2115,3203,1770,27.08,55,0,0
Delhi,Ring Road,2026-01-03,20,13445,4880,5988,400,874,1303,860,41.25,21,0,0
Delhi,Ring Road,2026-01-03,21,13813,4764,6467,370,1000,1212,1030,39.58,25,0,0
Delhi,Ring Road,2026-01-03,22,3070,977,1495,79,187,332,241,43.33,16,0,0
Delhi,Ring Road,2026-01-03,23,3349,1057,1660,97,222,313,213,47.92,5,0,0
Delhi,Ring Road,2026-01-04,0,2371,758,1127,74,217,195,103,47.92,5,0,0
Delhi,Ring Road,2026-01-04,1,3522,1084,1761,112,226,339,303,47.92,5,0,0
Delhi,Ring Road,2026-01-04,2,3206,1177,1427,94,225,283,215,47.92,5,0,0
Delhi,Ring Road,2026-01-04,3,3342,1195,1452,99,269,327,165,45.0,12,0,0
Delhi,Ring Road,2026-01-04,4,2772,911,1181,101,133,446,189,47.92,5,0,0
Delhi,Ring Road,2026-01-04,5,11587,4094,5135,372,846,1140,720,42.08,19,0,0
Delhi,Ring Road,2026-01-04,6,16707,5866,7719,244,1221,1657,1084,38.75,27,0,0
Delhi,Ring Road,2026-01-04,7,24710,8325,12188,816,1536,1845,1512,30.42,47,0,0
Delhi,Ring Road,2026-01-04,8,24264,8657,10837,759,1481,2530,1716,31.25,45,0,0
Delhi,Ring Road,2026-01-04,9,24879,8801,11503,863,1702,2010,1591,33.75,39,0,0
Delhi,Ring Road,2026-01-04,10,10719,3659,4999,319,573,1169,693,44.17,14,0,0
Delhi,Ring Road,2026-01-04,11,12586,4000,6337,347,826,1076,913,41.67,20,0,0
Delhi,Ring Road,2026-01-04,12,11293,4347,4592,280,831,1243,837,44.58,13,0,0
Delhi,Ring Road,2026-01-04,13,7437,2840,3202,254,507,634,532,46.67,8,0,0
Delhi,Ring Road,2026-01-04,14,12331,4465,5440,512,864,1050,790,45.0,12,0,0
Delhi,Ring Road,2026-01-04,15,10691,3621,4742,333,669,1326,669,42.5,18,0,0
Delhi,Ring Road,2026-01-04,16,11206,4148,5032,284,702,1040,611,43.75,15,0,0
Delhi,Ring Road,2026-01-04,17,25986,8935,11890,773,1960,2428,1747,31.67,44,0,0
Delhi,Ring Road,2026-01-04,18,28439,8363,13066,886,2544,3580,1921,27.08,55,0,0
Delhi,Ring Road,2026-01-04,19,27855,9087,12499,779,2088,3402,1697,30.83,46,0,0
Delhi,Ring Road,2026-01-04,20,14258,4685,7150,283,985,1155,887,40.0,24,0,0
Delhi,Ring Road,2026-01-04,21,13481,4671,6408,409,990,1003,1001,40.42,23,0,0
Delhi,Ring Road,2026-01-04,22,3360,1119,1541,126,272,302,190,45.42,11,0,0
Delhi,Ring Road,2026-01-04,23,2667,833,1287,86,172,289,158,47.92,5,0,0
Delhi,Ring Road,2026-01-05,0,3473,1336,1508,98,243,288,155,47.92,5,0,0
Delhi,Ring Road,2026-01-05,1,4457,1508,2043,124,303,479,242,44.58,13,0,0
Delhi,Ring Road,2026-01-05,2,3752,1294,1680,107,273,398,227,47.92,5,0,0
Delhi,Ring Road,2026-01-05,3,3498,1089,1729,79,249,352,230,47.08,7,0,0
Delhi,Ring Road,2026-01-05,4,3365,1060,1736,91,242,236,219,44.17,14,0,0
Delhi,Ring Road,2026-01-05,5,12992,4243,6210,366,900,1273,970,39.58,25,0,0
Delhi,Ring Road,2026-01-05,6,16473,5873,7361,575,1381,1283,951,40.83,22,0,0
Delhi,Ring Road,2026-01-05,7,23513,8557,10459,668,1506,2323,1362,28.75,51,0,0
Delhi,Ring Road,2026-01-05,8,19526,7585,8413,555,1258,1715,1251,33.33,40,0,0
Delhi,Ring Road,2026-01-05,9,17772,5410,8732,505,1157,1968,905,36.25,33,0,0
